HD 38529 b,206.58846
HD 38801 b,3082.31534
HD 39194 b,4
HD 39194 c,6.3
HD 39194 d,4
HD 39855 b,8.5
HD 40307 b,4
HD 40307 c,6.6
HD 40307 d,9.5
HD 40307 f,5.2
HD 40307 g,7.1
HD 40956 b,858.141
HD 40979 b,1484.2661
HD 41004 A b,807.25
HD 41004 B b,5838.29
HD 4113 b,541.26178
HD 42012 b,508.528
HD 4203 b,708.7609
HD 4203 c,689.66
HD 4208 b,257.4423
HD 42618 b,14.4
HD 4308 b,15.8915
HD 4313 b,612.45841
HD 43197 b,175.75911
HD 43691 b,810.4665
HD 45184 b,12.19
HD 45184 c,8.81
HD 45350 b,568.89
HD 45364 b,60.16492
HD 45364 c,174.4878
HD 45652 b,137.62039
HD 46375 b,71.8
HD 47186 b,22.2481
HD 47186 c,111.42
HD 4732 b,631.20722
HD 4732 c,1069.49259
HD 47366 b,661.71874
HD 47366 c,483.73484
HD 47536 b,2330
HD 4760 b,4417.837
HD 48265 b,484.69075
HD 4917 b,513.29545
HD 49674 b,31.783
HD 50499 b,519.96988
HD 50499 c,931.2419
HD 51608 b,12.77
HD 51608 c,14.31
HD 52265 b,384.5743
HD 5278 c,18.4
HD 5319 b,494.54348
HD 5319 c,334.67499
HD 5583 b,1837.0574
HD 564 b,104.88
HD 5891 b,2425.0429
HD 59686 A b,2199.3836
HD 60292 b,2065.895
HD 60532 b,336.8998
HD 60532 c,797.7533
HD 62509 b,731
HD 63454 b,79.4575
HD 63765 b,168.4499
HD 64114 b,17.8
HD 64121 b,813.64072
HD 6434 b,155.7367
HD 65216 b,411.58985
HD 65216 c,645.1949
HD 66141 b,1906.9
HD 67087 b,973
HD 67087 c,1540
HD 6718 b,533.9544
HD 6860 b,8981.83078
HD 68988 b,626.1251
HD 68988 c,4767.4261
HD 69830 b,10.2
HD 69830 c,11.8
HD 69830 d,18.1
HD 70573 b,1900
HD 7199 b,85.8141
HD 72892 b,1737.88573
HD 73526 b,978.9164
HD 73526 c,715.09
HD 73534 b,353.42696
HD 74156 b,532.36258
HD 74698 b,23
HD 74698 c,126
HD 75289 b,155.7367
HD 75784 b,317.83
HD 75784 c,1792.5612
HD 75898 b,861.3193
HD 76700 b,66.7443
HD 76920 b,1249.0719
HD 79181 b,203.41018
HD 7924 b,6.3566
HD 7924 c,7.86
HD 7924 d,6.44
HD 79498 b,425.8922
HD 81688 b,525.68819
HD 81817 c,7185.78245
HD 82886 b,740.5439
HD 8326 b,66.6
HD 83443 b,127.76702
HD 8535 b,216.1244
HD 85390 b,31.46517
HD 8574 b,645.1949
HD 86081 b,470.3884
HD 86950 b,1144.188
HD 87646 b,3941.092
HD 89744 b,2653.8805
HD 90156 b,17.98
HD 9174 b,352.7913
HD 92788 b,1195.0408
HD 92788 c,1166.4361
HD 93083 b,117.59
HD 93351 b,3.49611
HD 93385 b,4.2
HD 93385 c,7.1
HD 93385 d,8.7
HD 9446 b,222.472
HD 9446 c,578.426
HD 94771 b,169
HD 94834 b,400.4658
HD 95089 b,400.4658
HD 95089 c,1096.5135
HD 95127 b,3378.5329
